Feature,Coefficient
num__AMT_REQ_CREDIT_BUREAU_DAY,0.17018078827997166
cat__ORGANIZATION_TYPE_Self-employed,0.16574487786603823
cat__ORGANIZATION_TYPE_Industry__type_1,0.16392437652710778
num__POS_CNT_INSTALMENT_MAX,0.1633008177443394
cat__ORGANIZATION_TYPE_Restaurant,0.16110806600022382
num__CLIENT_INST_LOAN_IS_MISSED_PAYMENT_SUM_SUM,0.16078845621962137
cat__ORGANIZATION_TYPE_Trade__type_3,0.1605841635748886
cat__FLAG_OWN_REALTY_N,-0.1591172324899651
cat__OCCUPATION_TYPE_Accountants,-0.157992245255649
cat__FLAG_OWN_REALTY_Y,-0.15594168797131294
num__missingindicator_BUREAU_AMT_CREDIT_SUM_DEBT_MEAN,0.15467671142074293
num__FLAG_DOCUMENT_9,0.15388700652944254
num__missingindicator_BUREAU_ACTIVE_DEBT_RATIO,0.15245505458904884
cat__ORGANIZATION_TYPE_Industry__type_3,0.15089188334932782
num__FLAG_WORK_PHONE,0.14770087146467242
cat__ORGANIZATION_TYPE_School,-0.14638788448915552
cat__ORGANIZATION_TYPE_Industry__type_4,0.14459024806085663
num__OBS_30_CNT_SOCIAL_CIRCLE,0.14066786927282518
num__FLAG_DOCUMENT_10,-0.14057279009811
num__missingindicator_DAYS_EMPLOYED,0.1401894812875842
cat__ORGANIZATION_TYPE_XNA,0.1401894812875842
num__OBS_60_CNT_SOCIAL_CIRCLE,-0.13893963542412713
num__PREV_HAS_INTEREST_RATE_MEAN,0.1383922283898774
cat__ORGANIZATION_TYPE_Insurance,-0.1383126000919152
num__BUREAU_HAS_BEEN_OVERDUE_MAX,0.13766478787714867
cat__ORGANIZATION_TYPE_Culture,0.13334466418694282
cat__ORGANIZATION_TYPE_Trade__type_1,0.1331681114531924
cat__ORGANIZATION_TYPE_Religion,-0.13257240333564038
num__missingindicator_BUREAU_DEBT_CREDIT_RATIO,0.1316085441776614
num__FLAG_DOCUMENT_11,-0.1280688889175433
num__PREV_DAYS_DECISION_MEAN,0.1271348534116332
num__POS_POS_IS_SEVERE_LATE_SUM,-0.12686022292627058
num__CLIENT_INST_SK_ID_PREV_COUNT,-0.12364531132375452
cat__OCCUPATION_TYPE_missing,-0.12261834392263841
cat__missingindicator_OCCUPATION_TYPE_True,-0.12261834392263841
num__REG_REGION_NOT_WORK_REGION,0.12122904293250264
num__LANDAREA_MEDI,0.11950798588410098
num__APARTMENTS_MEDI,0.11921563266126917
cat__NAME_TYPE_SUITE_Other_A,-0.11876936573811582
cat__ORGANIZATION_TYPE_Business_Entity_Type_3,0.1186614648316261
num__CLIENT_INST_LOAN_NUM_INSTALMENT_VERSION_NUNIQUE_SUM,-0.11734997513235211
cat__NAME_EDUCATION_TYPE_Incomplete_higher,0.1146339866822867
num__DAYS_EMPLOYED,0.11298468505980835
num__FLAG_DOCUMENT_19,-0.11246623645244991
num__missingindicator_PREV_CNT_PAYMENT_MAX,0.11166915679565911
num__missingindicator_PREV_CNT_PAYMENT_MEAN,0.11166915679565911
cat__ORGANIZATION_TYPE_Postal,0.11098206162229804
cat__WEEKDAY_APPR_PROCESS_START_SUNDAY,-0.10872756090200407
cat__missingindicator_NAME_TYPE_SUITE_False,-0.10861095492098106
cat__ORGANIZATION_TYPE_Transport__type_4,0.10808165186916996
cat__OCCUPATION_TYPE_Drivers,0.1075803513854768
num__PREV_CNT_PAYMENT_MEAN,0.10724708605216215
cat__OCCUPATION_TYPE_Core_staff,-0.10706236929755615
num__PREV_PREV_IS_REFUSED_MEAN,0.10692006286583931
cat__ORGANIZATION_TYPE_Agriculture,0.10603099460801348
num__POS_MONTHS_BALANCE_MAX,-0.10564397654672682
cat__CODE_GENDER_XNA,-0.10391269403959152
cat__ORGANIZATION_TYPE_Business_Entity_Type_2,0.10261327837486793
num__missingindicator_ELEVATORS_MEDI,-0.10246430170514
cat__NAME_FAMILY_STATUS_Unknown,-0.10227762962355631
num__missingindicator_CNT_FAM_MEMBERS,-0.10227762962355631
cat__OCCUPATION_TYPE_Private_service_staff,-0.1007305204029697
num__COMMONAREA_MEDI,-0.10042236730169135
cat__NAME_TYPE_SUITE_Other_B,0.09940335587034564
cat__ORGANIZATION_TYPE_Industry__type_13,0.09906988295799399
cat__ORGANIZATION_TYPE_Security,0.09734548910682664
num__DEF_30_CNT_SOCIAL_CIRCLE,0.09569097232494471
num__PREV_PREV_IS_APPROVED_SUM,-0.09485823086624755
num__DEF_60_CNT_SOCIAL_CIRCLE,0.09323034079591486
num__missingindicator_YEARS_BUILD_MEDI,0.09292752364800981
num__PREV_AMT_CREDIT_MEAN,-0.09177632117028857
cat__ORGANIZATION_TYPE_Cleaning,0.09078006946946877
cat__ORGANIZATION_TYPE_Industry__type_2,-0.08996592706369284
num__BUREAU_RECENT_LOAN_FLAG_SUM,0.08894353721449745
num__missingindicator_FLOORSMAX_MEDI,0.08878866117816263
cat__WEEKDAY_APPR_PROCESS_START_MONDAY,-0.08513896571337924
num__POS_MONTHS_BALANCE_MIN,0.08452492411465544
num__PREV_NFLAG_INSURED_ON_APPROVAL_SUM,0.08440847682637953
cat__OCCUPATION_TYPE_Secretaries,0.08411752844455651
cat__ORGANIZATION_TYPE_Trade__type_7,0.08259731173285505
num__PREV_AREA_WAS_NEGATIVE_MEAN,-0.08198690321513047
cat__WEEKDAY_APPR_PROCESS_START_SATURDAY,-0.0810641653676747
num__FLOORSMIN_MEDI,0.08050811617165704
cat__ORGANIZATION_TYPE_Electricity,-0.08043609000798828
num__BUREAU_DAYS_CREDIT_MEAN,0.07995483847757916
cat__NAME_EDUCATION_TYPE_Higher_education,0.07947767370138813
num__PREV_YIELD_HIGH_MEAN,0.07867827090931918
num__REGION_RATING_CLIENT,-0.07742480665027258
num__PREV_HAS_DOWN_PAYMENT_MEAN,-0.07711875268463186
num__BUREAU_DAYS_CREDIT_MIN,-0.07601342050566452
num__DAYS_ID_PUBLISH,0.07556494095486871
num__missingindicator_LIVINGAREA_MEDI,-0.07248396202253608
cat__NAME_FAMILY_STATUS_Widow,-0.07201388738592959
num__missingindicator_CLIENT_INST_LOAN_PAYMENT_FRACTION_MIN_MIN,-0.07173590762254049
num__missingindicator_FLOORSMIN_MEDI,-0.07063383981027305
cat__NAME_TYPE_SUITE_Children,0.06980460403724234
cat__OCCUPATION_TYPE_Realty_agents,-0.06878865305903914
cat__NAME_HOUSING_TYPE_Rented_apartment,0.06848661289642895
cat__OCCUPATION_TYPE_Waiters/barmen_staff,0.06712616985438538
cat__OCCUPATION_TYPE_High_skill_tech_staff,-0.06702147294957753
num__REG_CITY_NOT_WORK_CITY,-0.06653132064288104
num__CLIENT_CARD_CC_ATM_DRAWING_RATIO_MAX_MAX,-0.0662497363160063
num__missingindicator_POS_MONTHS_BALANCE_SIZE,-0.06415972767754749
num__missingindicator_POS_POS_IS_COMPLETED_SUM,-0.06415972767754749
num__missingindicator_POS_SK_DPD_DEF_MAX,-0.06415972767754749
num__missingindicator_POS_POS_IS_ACTIVE_SUM,-0.06415972767754749
num__missingindicator_POS_POS_IS_LATE_MEAN,-0.06415972767754749
num__missingindicator_POS_SK_DPD_DEF_MEAN,-0.06415972767754749
num__missingindicator_POS_POS_IS_SEVERE_LATE_SUM,-0.06415972767754749
num__missingindicator_POS_MONTHS_BALANCE_MIN,-0.06415972767754749
num__missingindicator_POS_MONTHS_BALANCE_MAX,-0.06415972767754749
num__missingindicator_POS_POS_IS_LATE_SUM,-0.06415972767754749
cat__CODE_GENDER_M,0.06170860635843832
cat__NAME_TYPE_SUITE_Group_of_people,-0.06139173463494723
num__PREV_AMT_CREDIT_MAX,0.06101443931982468
cat__ORGANIZATION_TYPE_Industry__type_7,-0.06094449972804746
num__FLAG_PHONE,-0.060832420095563965
cat__NAME_HOUSING_TYPE_House_/_apartment,-0.06057703839662135
cat__NAME_HOUSING_TYPE_With_parents,-0.06003894123915957
cat__NAME_HOUSING_TYPE_Co-op_apartment,-0.05942439857402086
num__BUREAU_DAYS_CREDIT_MAX,-0.05860067343099478
num__PREV_NFLAG_INSURED_ON_APPROVAL_MEAN,-0.058540236944704165
cat__NAME_TYPE_SUITE_Spouse__partner,-0.056926446986979504
num__DAYS_LAST_PHONE_CHANGE,0.05572833108321396
cat__ORGANIZATION_TYPE_Industry__type_11,0.05495517972874277
num__CLIENT_INST_LOAN_IS_LATE_SUM_SUM,0.054437952703048714
num__PREV_PREV_IS_APPROVED_MEAN,0.05289123867281875
cat__NAME_INCOME_TYPE_Maternity_leave,-0.05277181039977774
cat__ORGANIZATION_TYPE_Transport__type_2,0.05228253808870972
cat__OCCUPATION_TYPE_Medicine_staff,-0.051829862134574925
num__DAYS_REGISTRATION,0.05161462686518573
num__LIVE_CITY_NOT_WORK_CITY,0.051462739920571945
num__DAYS_BIRTH,0.050751755624198196
num__PREV_CNT_PAYMENT_MAX,0.049593902911021816
cat__NAME_CONTRACT_TYPE_Revolving_loans,-0.04874905943474247
num__missingindicator_DAYS_LAST_PHONE_CHANGE,-0.04824909875399116
num__FLAG_MOBIL,0.04824909875399116
cat__ORGANIZATION_TYPE_Emergency,-0.04819134011465861
num__AMT_REQ_CREDIT_BUREAU_QRT,-0.04774336966680832
num__missingindicator_LIVINGAPARTMENTS_MEDI,0.04742235106430207
num__missingindicator_BUREAU_AMT_CREDIT_SUM_MEAN,-0.045086590292128234
cat__OCCUPATION_TYPE_Cooking_staff,0.04244982031296727
num__REGION_POPULATION_RELATIVE,0.04138657384949557
cat__OCCUPATION_TYPE_Managers,-0.04065535096672344
cat__NAME_HOUSING_TYPE_Municipal_apartment,0.038696437829505013
num__AMT_REQ_CREDIT_BUREAU_WEEK,-0.03832056754570375
num__missingindicator_NONLIVINGAREA_MEDI,0.037135226843659594
num__missingindicator_PREV_YIELD_HIGH_MEAN,0.03697695479000625
num__missingindicator_PREV_AREA_WAS_NEGATIVE_MEAN,0.03697695479000625
num__missingindicator_PREV_HAS_DISBURSEMENT_INFO_MEAN,0.03697695479000625
num__missingindicator_PREV_HAS_DOWN_PAYMENT_MEAN,0.03697695479000625
num__missingindicator_PREV_HAS_INTEREST_RATE_MEAN,0.03697695479000625
num__missingindicator_PREV_DAYS_DECISION_MEAN,0.03697695479000625
num__missingindicator_PREV_DAYS_DECISION_MAX,0.03697695479000625
num__missingindicator_PREV_DAYS_DECISION_MIN,0.03697695479000625
num__missingindicator_PREV_NFLAG_INSURED_ON_APPROVAL_SUM,0.03697695479000625
num__missingindicator_PREV_YIELD_HIGH_SUM,0.03697695479000625
num__missingindicator_PREV_PREV_IS_CANCELED_MEAN,0.03697695479000625
num__missingindicator_PREV_PREV_IS_CANCELED_SUM,0.03697695479000625
num__missingindicator_PREV_PREV_IS_REFUSED_MEAN,0.03697695479000625
num__missingindicator_PREV_PREV_IS_APPROVED_MEAN,0.03697695479000625
num__missingindicator_PREV_PREV_IS_APPROVED_SUM,0.03697695479000625
num__missingindicator_PREV_AMT_CREDIT_MEAN,0.03697695479000625
num__missingindicator_PREV_AMT_CREDIT_MAX,0.03697695479000625
num__missingindicator_PREV_AMT_CREDIT_MIN,0.03697695479000625
num__missingindicator_PREV_AMT_APPLICATION_MEAN,0.03697695479000625
num__missingindicator_PREV_AMT_APPLICATION_MAX,0.03697695479000625
num__missingindicator_PREV_AMT_APPLICATION_MIN,0.03697695479000625
num__missingindicator_PREV_SK_ID_PREV_COUNT,0.03697695479000625
num__missingindicator_PREV_PREV_IS_REFUSED_SUM,0.03697695479000625
num__BUREAU_DAYS_CREDIT_ENDDATE_MEAN,0.03527561034560359
cat__NAME_FAMILY_STATUS_Separated,0.034334790876606194
num__missingindicator_CLIENT_CARD_CC_UTILIZATION_MAX_MAX,-0.03374446353810474
num__missingindicator_CLIENT_CARD_CC_ATM_DRAWING_RATIO_MAX_MAX,-0.03374446353810474
num__missingindicator_CLIENT_CARD_CC_UTILIZATION_MEAN_MEAN,-0.03374446353810474
num__CLIENT_CARD_CC_IS_SEVERE_LATE_SUM_SUM,0.03286036566578953
num__AMT_REQ_CREDIT_BUREAU_YEAR,-0.031176725649388937
num__BUREAU_BUREAU_BAL_STATUS_UNKNOWN_MEAN_SUM,0.031015202881964445
cat__WEEKDAY_APPR_PROCESS_START_THURSDAY,-0.030806462891486308
cat__ORGANIZATION_TYPE_Housing,-0.029124259408258076
cat__FLAG_OWN_CAR_N,-0.028298914198743547
num__FLAG_EMAIL,-0.027910842395648484
num__POS_POS_IS_LATE_SUM,-0.02772890833934835
num__BUREAU_AMT_CREDIT_SUM_SUM,0.027564032179547334
cat__OCCUPATION_TYPE_Laborers,0.02715681013340852
cat__OCCUPATION_TYPE_Cleaning_staff,0.0266263949600756
num__missingindicator_CLIENT_CARD_MONTHS_BALANCE_SIZE_SUM,-0.026058910674459496
num__missingindicator_CLIENT_SK_ID_PREV_COUNT,-0.026058910674459496
num__missingindicator_CLIENT_CARD_CC_IS_LATE_SUM_SUM,-0.026058910674459496
num__missingindicator_CLIENT_CARD_CC_IS_SEVERE_LATE_SUM_SUM,-0.026058910674459496
num__missingindicator_CLIENT_CARD_AMT_DRAWINGS_ATM_CURRENT_WAS_MISSING_SUM_SUM,-0.026058910674459496
num__CNT_FAM_MEMBERS,0.02546698795374669
num__PREV_AMT_DOWN_PAYMENT_MEAN,-0.025311680216358406
num__missingindicator_CLIENT_INST_LOAN_IS_LATE_SUM_SUM,0.024974753145478024
num__missingindicator_CLIENT_INST_LOAN_IS_MISSED_PAYMENT_SUM_SUM,0.024974753145478024
num__missingindicator_CLIENT_INST_LOAN_IS_UNDERPAID_SUM_SUM,0.024974753145478024
num__missingindicator_CLIENT_INST_LOAN_IS_SEVERE_LATE_SUM_SUM,0.024974753145478024
num__missingindicator_CLIENT_INST_SK_ID_PREV_COUNT,0.024974753145478024
num__missingindicator_CLIENT_INST_LOAN_PAYMENT_DELAY_MAX_MAX,0.024974753145478024
num__missingindicator_CLIENT_INST_LOAN_NUM_INSTALMENT_VERSION_NUNIQUE_SUM,0.024974753145478024
num__missingindicator_CLIENT_INST_LOAN_PAYMENT_DELAY_MEAN_MEAN,0.024974753145478024
cat__NAME_TYPE_SUITE_Unaccompanied,-0.02420217730608024
num__BUREAU_BUREAU_BAL_MONTHS_BALANCE_MIN_SUM,-0.02403365531777253
num__PREV_AMT_DOWN_PAYMENT_MAX,0.0237256424303262
cat__ORGANIZATION_TYPE_University,-0.023706053810833926
num__BUREAU_AMT_CREDIT_SUM_MEAN,-0.023175658251321035
num__CLIENT_CARD_CC_IS_LATE_SUM_SUM,-0.02316096735110175
cat__ORGANIZATION_TYPE_Industry__type_10,-0.022005008139757237
cat__ORGANIZATION_TYPE_Business_Entity_Type_1,0.021815724440926908
num__PREV_AMT_APPLICATION_MAX,-0.021782234081446476
cat__OCCUPATION_TYPE_Security_staff,0.02148628423199011
num__BUREAU_BUREAU_BAL_MONTHS_BALANCE_SIZE_SUM,-0.020879427899854835
num__missingindicator_YEARS_BEGINEXPLUATATION_MEDI,0.020252963424040853
num__BUREAU_BUREAU_BAL_STATUS_SEVERE_DPD_MAX_SUM,0.01819321137749096
num__AMT_REQ_CREDIT_BUREAU_MON,-0.01789278765513638
num__BUREAU_BUREAU_BAL_STATUS_UNKNOWN_MEAN_MEAN,-0.017879892944336086
num__missingindicator_DEF_60_CNT_SOCIAL_CIRCLE,-0.017851201886827605
num__missingindicator_DEF_30_CNT_SOCIAL_CIRCLE,-0.017851201886827605
num__missingindicator_OBS_30_CNT_SOCIAL_CIRCLE,-0.017851201886827605
num__missingindicator_OBS_60_CNT_SOCIAL_CIRCLE,-0.017851201886827605
num__BUREAU_IS_OPEN_ENDED_CREDIT_SUM,0.017240238019475558
num__missingindicator_PREV_SELLERPLACE_AREA_MEDIAN,-0.01708379875414852
num__missingindicator_PREV_SELLERPLACE_AREA_MAX,-0.01708379875414852
num__BUREAU_SK_ID_BUREAU_COUNT,0.016596872811482716
cat__NAME_TYPE_SUITE_Family,-0.016529190163029308
num__missingindicator_ENTRANCES_MEDI,-0.016416800705379937
num__PREV_AMT_APPLICATION_MEAN,-0.016368287508857875
num__BUREAU_DAYS_CREDIT_ENDDATE_MAX,-0.01544309045127303
num__BUREAU_IS_OPEN_ENDED_CREDIT_MAX,0.015290601264229868
cat__NAME_FAMILY_STATUS_Civil_marriage,-0.015266594188058076
num__missingindicator_LANDAREA_MEDI,-0.014864321750463406
num__PREV_DAYS_DECISION_MIN,0.014852504437092705
num__PREV_APPLICATION_CREDIT_RATIO_MAX,-0.014718614599718433
cat__WEEKDAY_APPR_PROCESS_START_FRIDAY,-0.014507651392169975
cat__OCCUPATION_TYPE_HR_staff,-0.014383936758349336
num__NONLIVINGAREA_MEDI,0.014310551851075428
cat__NAME_FAMILY_STATUS_Single_/_not_married,0.013788622777480325
num__PREV_PREV_IS_REFUSED_SUM,0.012051394604331828
cat__OCCUPATION_TYPE_Sales_staff,0.011810409981252663
num__FLAG_DOCUMENT_12,-0.011562405910933438
num__PREV_APPLICATION_CREDIT_RATIO_MEAN,-0.01128515902494382
num__CLIENT_INST_LOAN_IS_SEVERE_LATE_SUM_SUM,0.011200682180575272
num__missingindicator_OWN_CAR_AGE,-0.009502144581353657
num__PREV_PREV_IS_CANCELED_MEAN,-0.00949229069690642
num__missingindicator_PREV_AMT_DOWN_PAYMENT_MAX,-0.009455413157988903
num__missingindicator_PREV_AMT_DOWN_PAYMENT_MEAN,-0.009455413157988903
num__BUREAU_BUREAU_BAL_MONTHS_BALANCE_SIZE_MEAN,-0.009372532459153843
cat__ORGANIZATION_TYPE_Kindergarten,-0.009310747166341535
num__PREV_AMT_APPLICATION_MIN,-0.00900027253436181
num__CLIENT_CARD_AMT_DRAWINGS_ATM_CURRENT_WAS_MISSING_SUM_SUM,0.00875757336241526
cat__ORGANIZATION_TYPE_Medicine,0.008575381260700456
num__AMT_REQ_CREDIT_BUREAU_HOUR,-0.008509696119170287
num__BUREAU_BUREAU_BAL_STATUS_NUMERIC_MEAN_SUM,0.008170130676573975
cat__ORGANIZATION_TYPE_Other,0.007892242793354006
num__PREV_DAYS_DECISION_MAX,-0.007702707125434751
num__POS_POS_IS_COMPLETED_SUM,-0.007522725504032575
num__PREV_YIELD_HIGH_SUM,0.00714782596659264
num__HOUR_APPR_PROCESS_START,-0.006952982861084086
num__CLIENT_INST_LOAN_PAYMENT_DELAY_MEAN_MEAN,0.0069176817894143925
num__BUREAU_BUREAU_BAL_MONTHS_BALANCE_MIN_MEAN,-0.006808554677075284
num__missingindicator_PREV_NFLAG_INSURED_ON_APPROVAL_MEAN,0.006488407856578629
num__BUREAU_BUREAU_BAL_STATUS_NUMERIC_MAX_SUM,-0.006291390078677785
num__PREV_SK_ID_PREV_COUNT,0.006193756689948203
num__OWN_CAR_AGE,0.006145300590265741
num__BUREAU_BUREAU_BAL_STATUS_CLOSED_SUM_MEAN,0.005972168386341619
num__missingindicator_APARTMENTS_MEDI,0.005777962873169604
num__BUREAU_BUREAU_BAL_STATUS_SEVERE_DPD_SUM_SUM,-0.005184646737243656
num__POS_SK_DPD_DEF_MAX,0.005066075207892427
num__missingindicator_BASEMENTAREA_MEDI,0.004806093638204006
num__CLIENT_CARD_MONTHS_BALANCE_SIZE_SUM,-0.004679385283867023
num__BUREAU_BUREAU_BAL_MONTHS_BALANCE_MAX_MEAN,0.004454990364058969
num__BUREAU_BUREAU_BAL_STATUS_SEVERE_DPD_SUM_MEAN,-0.004439479321559697
num__BUREAU_AMT_CREDIT_SUM_DEBT_MEAN,-0.004379294595175781
num__missingindicator_BUREAU_BUREAU_BAL_STATUS_NUMERIC_MEAN_MEAN,0.00393068142846744
num__missingindicator_BUREAU_BUREAU_BAL_STATUS_NUMERIC_MAX_MEAN,0.00393068142846744
num__missingindicator_BUREAU_BUREAU_BAL_STATUS_SEVERE_DPD_MAX_MEAN,0.00393068142846744
num__missingindicator_BUREAU_BUREAU_BAL_STATUS_SEVERE_DPD_SUM_MEAN,0.00393068142846744
num__missingindicator_BUREAU_BUREAU_BAL_STATUS_UNKNOWN_MEAN_MEAN,0.00393068142846744
num__missingindicator_BUREAU_BUREAU_BAL_MONTHS_BALANCE_MAX_MEAN,0.00393068142846744
num__missingindicator_BUREAU_BUREAU_BAL_MONTHS_BALANCE_SIZE_MEAN,0.00393068142846744
num__missingindicator_BUREAU_BUREAU_BAL_MONTHS_BALANCE_MIN_MEAN,0.00393068142846744
num__missingindicator_BUREAU_BUREAU_BAL_STATUS_CLOSED_SUM_MEAN,0.00393068142846744
num__BUREAU_AMT_CREDIT_SUM_DEBT_SUM,-0.0035299194159211043
num__missingindicator_BUREAU_DAYS_CREDIT_ENDDATE_MEAN,-0.0034240687561872423
num__missingindicator_BUREAU_DAYS_CREDIT_ENDDATE_MAX,-0.0034240687561872423
num__PREV_PREV_IS_CANCELED_SUM,0.00306753893829086
num__PREV_AMT_CREDIT_MIN,0.003033820753577877
num__missingindicator_EXT_SOURCE_3,0.003021338958695451
num__BUREAU_ACTIVE_DEBT_RATIO,0.002916764705229346
cat__WEEKDAY_APPR_PROCESS_START_WEDNESDAY,0.0029098159527563717
cat__WEEKDAY_APPR_PROCESS_START_TUESDAY,0.002276069851453753
cat__ORGANIZATION_TYPE_Government,0.0021828084116881203
num__missingindicator_BUREAU_IS_OPEN_ENDED_CREDIT_MAX,0.002174976276499826
